Data Number, standing (0) sitting(1) unknown (2), Nose x, Nose y, Nose score, Neck x, Neck y, Neck score, RShoulder x, RShoulder y, RShoulder score, RElbow x, RElbow y, RElbow score, RWrist x, RWrist y, RWrist score, LShoulder x, LShoulder y, LShoulder score, LElbow x, LElbow y, LElbow score, LWrist x, LWrist y, LWrist score, RHip x, RHip y, RHip score, RKnee x, RKnee y, RKnee score, RAnkle x, RAnkle y, RAnkle score, LHip x, LHip y, LHip score, LKnee x, LKnee y, LKnee score, LAnkle x, LAnkle y, LAnkle score, REye x, REye y, REye score, LEye x, LEye y, LEye score, REar x, REar y, REar score, LEar x, LEar y, LEar score, Background x, Background y, Background score
97, 0, 0.5054347826086957, 0.16666666666666666, 0.8818147778511047, 0.43478260869565216, 0.2777777777777778, 0.6895325779914856, 0.3532608695652174, 0.28703703703703703, 0.6864253878593445, 0.33152173913043476, 0.44907407407407407, 0.8212510943412781, 0.44565217391304346, 0.5601851851851852, 0.7361974120140076, 0.5217391304347826, 0.2638888888888889, 0.7377309799194336, 0.5434782608695652, 0.3888888888888889, 0.6931419968605042, 0.5869565217391305, 0.4305555555555556, 0.5566363334655762, 0.44021739130434784, 0.5509259259259259, 0.3846336007118225, 0.46195652173913043, 0.6620370370370371, 0.10844331979751587, -1, -1, 0, 0.532608695652174, 0.5092592592592593, 0.39415040612220764, -1, -1, 0, -1, -1, 0, 0.4782608695652174, 0.14351851851851852, 0.7967862486839294, 0.5163043478260869, 0.14814814814814814, 0.6891211271286011, 0.4076086956521739, 0.14351851851851852, 0.740322470664978, -1, -1, 0, -1, -1, 0
98, 0, 0.5597826086956522, 0.2175925925925926, 0.7979360818862915, 0.43478260869565216, 0.2962962962962963, 0.722353458404541, 0.3967391304347826, 0.3055555555555556, 0.6944223046302795, 0.3967391304347826, 0.4722222222222222, 0.8481740951538086, 0.5543478260869565, 0.4861111111111111, 0.609183132648468, 0.47282608695652173, 0.28703703703703703, 0.6286390423774719, 0.5, 0.4444444444444444, 0.391664057970047, 0.5597826086956522, 0.47685185185185186, 0.24905447661876678, 0.41304347826086957, 0.5555555555555556, 0.4985406994819641, 0.42391304347826086, 0.7268518518518519, 0.17570796608924866, -1, -1, 0, 0.47282608695652173, 0.5462962962962963, 0.3641529977321625, -1, -1, 0, -1, -1, 0, 0.5489130434782609, 0.19444444444444445, 0.9397100210189819, 0.5652173913043478, 0.2037037037037037, 0.12017212808132172, 0.4782608695652174, 0.18055555555555555, 0.7988907098770142, -1, -1, 0, -1, -1, 0
99, 0, 0.4673913043478261, 0.3148148148148148, 0.8149303793907166, 0.3423913043478261, 0.4027777777777778, 0.5562404990196228, 0.3423913043478261, 0.4166666666666667, 0.6028519868850708, 0.3804347826086957, 0.5925925925925926, 0.7007915377616882, 0.5380434782608695, 0.5833333333333334, 0.7038471698760986, 0.3423913043478261, 0.39351851851851855, 0.3364585340023041, -1, -1, 0, -1, -1, 0, 0.3641304347826087, 0.6712962962962963, 0.511115312576294, 0.375, 0.8148148148148148, 0.38784554600715637, -1, -1, 0, 0.41304347826086957, 0.6712962962962963, 0.2984880805015564, 0.3967391304347826, 0.8009259259259259, 0.13004310429096222, -1, -1, 0, 0.45108695652173914, 0.2916666666666667, 0.716010332107544, -1, -1, 0, 0.3858695652173913, 0.2824074074074074, 0.8309938907623291, -1, -1, 0, -1, -1, 0
100, 0, 0.5978260869565217, 0.2777777777777778, 0.6920242309570312, 0.4782608695652174, 0.37037037037037035, 0.6011585593223572, 0.5, 0.38425925925925924, 0.6878497004508972, 0.5380434782608695, 0.5555555555555556, 0.7272078990936279, 0.6902173913043478, 0.5555555555555556, 0.5495653748512268, 0.46195652173913043, 0.3611111111111111, 0.43592631816864014, 0.592391304347826, 0.5277777777777778, 0.22687993943691254, 0.6793478260869565, 0.5509259259259259, 0.21154581010341644, 0.483695652173913, 0.6342592592592593, 0.5422361493110657, 0.4891304347826087, 0.7777777777777778, 0.3897486627101898, 0.4673913043478261, 0.8518518518518519, 0.12993767857551575, 0.5163043478260869, 0.6342592592592593, 0.19352902472019196, 0.5108695652173914, 0.7777777777777778, 0.14780229330062866, -1, -1, 0, 0.5869565217391305, 0.25925925925925924, 0.6940168142318726, -1, -1, 0, 0.5217391304347826, 0.24537037037037038, 0.8490383625030518, -1, -1, 0, -1, -1, 0
101, 0, 0.30434782608695654, 0.21296296296296297, 0.8160779476165771, 0.32065217391304346, 0.3425925925925926, 0.695719838142395, 0.19021739130434784, 0.3472222222222222, 0.6749390959739685, 0.1793478260869565, 0.5092592592592593, 0.7496733665466309, 0.32608695652173914, 0.5046296296296297, 0.6879578232765198, 0.44565217391304346, 0.3472222222222222, 0.715144693851471, 0.4782608695652174, 0.49537037037037035, 0.7266519665718079, 0.5760869565217391, 0.5509259259259259, 0.7800140380859375, 0.2391304347826087, 0.6203703703703703, 0.5249630808830261, 0.2608695652173913, 0.7777777777777778, 0.42954984307289124, 0.2717391304347826, 0.8888888888888888, 0.34223002195358276, 0.41304347826086957, 0.5972222222222222, 0.4663580358028412, 0.44021739130434784, 0.7592592592592593, 0.368408203125, 0.45652173913043476, 0.8425925925925926, 0.3016936182975769, 0.28804347826086957, 0.18981481481481483, 0.8715700507164001, 0.33695652173913043, 0.19444444444444445, 0.8386014699935913, 0.25, 0.2037037037037037, 0.7618393898010254, 0.375, 0.2175925925925926, 0.8231399059295654, -1, -1, 0
102, 0, 0.5163043478260869, 0.2222222222222222, 0.7674988508224487, 0.41304347826086957, 0.30092592592592593, 0.705100953578949, 0.33152173913043476, 0.3055555555555556, 0.6590215563774109, 0.27717391304347827, 0.44907407407407407, 0.7759426832199097, 0.41847826086956524, 0.49074074074074076, 0.686720073223114, 0.4891304347826087, 0.30092592592592593, 0.6779597997665405, 0.5, 0.42592592592592593, 0.5410836935043335, 0.5706521739130435, 0.4583333333333333, 0.5877516269683838, 0.375, 0.5555555555555556, 0.5495511889457703, 0.375, 0.6990740740740741, 0.464205265045166, -1, -1, 0, 0.483695652173913, 0.5277777777777778, 0.4591602385044098, 0.4673913043478261, 0.6666666666666666, 0.10407132655382156, -1, -1, 0, 0.5054347826086957, 0.19444444444444445, 0.8674483895301819, 0.5271739130434783, 0.2037037037037037, 0.3522133231163025, 0.42934782608695654, 0.17592592592592593, 0.8230221271514893, -1, -1, 0, -1, -1, 0
103, 0, 0.7228260869565217, 0.2824074074074074, 0.8215949535369873, 0.5869565217391305, 0.3425925925925926, 0.7562727928161621, 0.5271739130434783, 0.35185185185185186, 0.6059524416923523, 0.5217391304347826, 0.5185185185185185, 0.7271751165390015, 0.6956521739130435, 0.5416666666666666, 0.43634986877441406, 0.6413043478260869, 0.33796296296296297, 0.6914477348327637, 0.6467391304347826, 0.47685185185185186, 0.3700873851776123, 0.7010869565217391, 0.5138888888888888, 0.30283215641975403, 0.5271739130434783, 0.6111111111111112, 0.5415192246437073, 0.5108695652173914, 0.7638888888888888, 0.4678361713886261, 0.5, 0.8611111111111112, 0.1758793592453003, 0.6032608695652174, 0.6111111111111112, 0.39354321360588074, 0.5489130434782609, 0.7638888888888888, 0.26654985547065735, 0.532608695652174, 0.8472222222222222, 0.10061072558164597, 0.717391304347826, 0.25925925925925924, 0.8170674443244934, 0.7336956521739131, 0.26851851851851855, 0.17665386199951172, 0.6521739130434783, 0.23148148148148148, 0.8069889545440674, -1, -1, 0, -1, -1, 0
105, 0, 0.5434782608695652, 0.25925925925925924, 0.771467924118042, 0.3967391304347826, 0.3611111111111111, 0.6533757448196411, 0.2391304347826087, 0.35185185185185186, 0.48656120896339417, 0.22282608695652173, 0.5833333333333334, 0.7391002774238586, 0.5163043478260869, 0.6388888888888888, 0.586058497428894, 0.5217391304347826, 0.3611111111111111, 0.5685769319534302, 0.7554347826086957, 0.4722222222222222, 0.6887875199317932, -1, -1, 0, 0.16304347826086957, 0.7314814814814815, 0.4121267795562744, 0.15760869565217392, 0.9583333333333334, 0.11508970707654953, -1, -1, 0, 0.3641304347826087, 0.7314814814814815, 0.3431447744369507, 0.29347826086956524, 0.9398148148148148, 0.24374985694885254, -1, -1, 0, 0.5163043478260869, 0.2222222222222222, 0.7561466693878174, 0.5652173913043478, 0.23148148148148148, 0.7099660038948059, 0.4076086956521739, 0.19907407407407407, 0.7714040279388428, -1, -1, 0, -1, -1, 0
106, 0, 0.6086956521739131, 0.16666666666666666, 0.7023459076881409, 0.5869565217391305, 0.3287037037037037, 0.6155619621276855, 0.42934782608695654, 0.3287037037037037, 0.5829684138298035, 0.375, 0.5509259259259259, 0.7562021017074585, 0.6086956521739131, 0.5925925925925926, 0.5232719779014587, 0.7282608695652174, 0.3333333333333333, 0.6627528071403503, 0.7065217391304348, 0.49074074074074076, 0.4981721043586731, 0.7554347826086957, 0.5555555555555556, 0.3986291289329529, 0.4076086956521739, 0.6759259259259259, 0.46992677450180054, 0.358695652173913, 0.8796296296296297, 0.5481396317481995, -1, -1, 0, 0.5869565217391305, 0.6666666666666666, 0.4353128671646118, 0.5489130434782609, 0.8472222222222222, 0.41557711362838745, -1, -1, 0, 0.5706521739130435, 0.13425925925925927, 0.8275619149208069, 0.6521739130434783, 0.13425925925925927, 0.8026543855667114, 0.5271739130434783, 0.16203703703703703, 0.7509168982505798, 0.7010869565217391, 0.16203703703703703, 0.8093544244766235, -1, -1, 0
107, 0, 0.625, 0.19444444444444445, 0.8290035724639893, 0.4782608695652174, 0.2824074074074074, 0.6303225159645081, 0.45652173913043476, 0.2916666666666667, 0.6196199655532837, 0.40217391304347827, 0.46296296296296297, 0.7565656304359436, 0.5815217391304348, 0.4675925925925926, 0.6812291145324707, 0.5054347826086957, 0.2777777777777778, 0.42780035734176636, -1, -1, 0, -1, -1, 0, 0.45108695652173914, 0.5509259259259259, 0.5251533389091492, 0.5815217391304348, 0.7361111111111112, 0.44577842950820923, 0.5652173913043478, 0.8101851851851852, 0.1315886676311493, 0.5054347826086957, 0.5462962962962963, 0.3181159198284149, 0.41304347826086957, 0.7083333333333334, 0.5253827571868896, 0.3858695652173913, 0.8055555555555556, 0.3079550862312317, 0.6086956521739131, 0.1712962962962963, 0.8477817177772522, 0.6304347826086957, 0.17592592592592593, 0.35409578680992126, 0.5271739130434783, 0.1574074074074074, 0.8650659918785095, -1, -1, 0, -1, -1, 0
108, 0, 0.6467391304347826, 0.3287037037037037, 0.6079643964767456, 0.4945652173913043, 0.3888888888888889, 0.5317478179931641, 0.4891304347826087, 0.4074074074074074, 0.6178609728813171, 0.5434782608695652, 0.5879629629629629, 0.6648289561271667, 0.7065217391304348, 0.49537037037037035, 0.6893131136894226, 0.5108695652173914, 0.37962962962962965, 0.3287948668003082, -1, -1, 0, -1, -1, 0, 0.45108695652173914, 0.6898148148148148, 0.31409260630607605, 0.358695652173913, 0.8148148148148148, 0.2397867739200592, 0.2826086956521739, 0.8935185185185185, 0.1793934553861618, 0.4891304347826087, 0.6990740740740741, 0.09515028446912766, -1, -1, 0, -1, -1, 0, 0.6413043478260869, 0.30092592592592593, 0.7353305220603943, -1, -1, 0, 0.5706521739130435, 0.2824074074074074, 0.8215525150299072, -1, -1, 0, -1, -1, 0
109, 0, 0.5054347826086957, 0.3055555555555556, 0.8624056577682495, 0.42391304347826086, 0.41203703703703703, 0.7635232210159302, 0.33152173913043476, 0.41203703703703703, 0.6863153576850891, 0.2554347826086957, 0.5694444444444444, 0.7252779603004456, 0.41847826086956524, 0.6064814814814815, 0.6542336940765381, 0.5108695652173914, 0.4027777777777778, 0.7367600798606873, 0.6086956521739131, 0.5, 0.745849072933197, 0.6739130434782609, 0.4166666666666667, 0.8761420845985413, 0.375, 0.6944444444444444, 0.5119271278381348, 0.40217391304347827, 0.8379629629629629, 0.4827490448951721, 0.30434782608695654, 0.9212962962962963, 0.20322829484939575, 0.4673913043478261, 0.6898148148148148, 0.3949742019176483, 0.42391304347826086, 0.8425925925925926, 0.24102064967155457, 0.40217391304347827, 0.9351851851851852, 0.14061503112316132, 0.483695652173913, 0.2824074074074074, 0.9034644961357117, 0.5163043478260869, 0.28703703703703703, 0.7236632704734802, 0.40217391304347827, 0.2824074074074074, 0.8625251054763794, -1, -1, 0, -1, -1, 0
110, 0, 0.46195652173913043, 0.2777777777777778, 0.8649207353591919, 0.391304347826087, 0.37962962962962965, 0.6287485957145691, 0.3695652173913043, 0.38425925925925924, 0.29055991768836975, 0.5760869565217391, 0.42592592592592593, 0.3886854648590088, -1, -1, 0, 0.44565217391304346, 0.36574074074074076, 0.35878705978393555, 0.5815217391304348, 0.4166666666666667, 0.1829441338777542, 0.7010869565217391, 0.3888888888888889, 0.47575312852859497, 0.4076086956521739, 0.625, 0.375399649143219, 0.41304347826086957, 0.8055555555555556, 0.5122972130775452, 0.3695652173913043, 0.9722222222222222, 0.2675870954990387, 0.3804347826086957, 0.625, 0.12998683750629425, 0.3695652173913043, 0.7962962962962963, 0.38545432686805725, 0.33152173913043476, 0.9537037037037037, 0.34526973962783813, 0.44021739130434784, 0.25925925925925924, 0.8028725385665894, 0.4782608695652174, 0.25925925925925924, 0.6978875398635864, 0.3695652173913043, 0.25925925925925924, 0.8090219497680664, -1, -1, 0, -1, -1, 0
111, 0, 0.42391304347826086, 0.27314814814814814, 0.8045483827590942, 0.42934782608695654, 0.36574074074074076, 0.6860567927360535, 0.33152173913043476, 0.37962962962962965, 0.705123245716095, 0.266304347826087, 0.5138888888888888, 0.6669162511825562, 0.3967391304347826, 0.5879629629629629, 0.6737986207008362, 0.5271739130434783, 0.35185185185185186, 0.5475588440895081, -1, -1, 0, -1, -1, 0, 0.391304347826087, 0.6342592592592593, 0.488780677318573, 0.3967391304347826, 0.8240740740740741, 0.7097824215888977, 0.3695652173913043, 0.9675925925925926, 0.25225311517715454, 0.5054347826086957, 0.6296296296296297, 0.44895896315574646, 0.4891304347826087, 0.8009259259259259, 0.6093343496322632, 0.4782608695652174, 0.8935185185185185, 0.5478886365890503, 0.40217391304347827, 0.25462962962962965, 0.7836602330207825, 0.45108695652173914, 0.25462962962962965, 0.8186832070350647, 0.3695652173913043, 0.2638888888888889, 0.6612119674682617, 0.4891304347826087, 0.25925925925925924, 0.8293512463569641, -1, -1, 0
112, 0, 0.4782608695652174, 0.2824074074074074, 0.34375202655792236, 0.34782608695652173, 0.3611111111111111, 0.633563756942749, 0.3858695652173913, 0.37962962962962965, 0.5345584750175476, 0.4076086956521739, 0.5416666666666666, 0.5863099694252014, 0.483695652173913, 0.5601851851851852, 0.6173672676086426, 0.30978260869565216, 0.35185185185185186, 0.37385299801826477, -1, -1, 0, -1, -1, 0, 0.391304347826087, 0.6342592592592593, 0.2461588978767395, 0.375, 0.7916666666666666, 0.25504186749458313, -1, -1, 0, 0.33152173913043476, 0.625, 0.07733425498008728, -1, -1, 0, -1, -1, 0, 0.483695652173913, 0.2638888888888889, 0.41968321800231934, -1, -1, 0, 0.45108695652173914, 0.25, 0.8181777596473694, -1, -1, 0, -1, -1, 0
115, 0, 0.483695652173913, 0.24074074074074073, 0.8758018016815186, 0.43478260869565216, 0.3287037037037037, 0.7644422650337219, 0.3532608695652174, 0.3287037037037037, 0.6564189791679382, 0.2391304347826087, 0.4027777777777778, 0.6003434658050537, 0.33152173913043476, 0.46296296296296297, 0.47901782393455505, 0.5163043478260869, 0.32407407407407407, 0.6566945314407349, 0.625, 0.35185185185185186, 0.30988508462905884, 0.7554347826086957, 0.37037037037037035, 0.4587608873844147, 0.41847826086956524, 0.5462962962962963, 0.5983436107635498, 0.4076086956521739, 0.7083333333333334, 0.6817869544029236, 0.3695652173913043, 0.8472222222222222, 0.48362377285957336, 0.5217391304347826, 0.5324074074074074, 0.5909998416900635, 0.4891304347826087, 0.6851851851851852, 0.6176045536994934, 0.4673913043478261, 0.8009259259259259, 0.7103123068809509, 0.46195652173913043, 0.23148148148148148, 0.8828848004341125, 0.4945652173913043, 0.22685185185185186, 0.8461716771125793, 0.40217391304347827, 0.23148148148148148, 0.8250594735145569, -1, -1, 0, -1, -1, 0
116, 0, 0.6467391304347826, 0.2916666666666667, 0.622143030166626, 0.7228260869565217, 0.3425925925925926, 0.673326849937439, 0.657608695652174, 0.32407407407407407, 0.38671204447746277, 0.6195652173913043, 0.37962962962962965, 0.10201293230056763, 0.6195652173913043, 0.35185185185185186, 0.3439982831478119, 0.8043478260869565, 0.35648148148148145, 0.6135751008987427, 0.7663043478260869, 0.4722222222222222, 0.2835020124912262, -1, -1, 0, 0.6141304347826086, 0.5601851851851852, 0.4758741855621338, 0.6032608695652174, 0.7129629629629629, 0.5328292846679688, 0.5978260869565217, 0.8518518518518519, 0.4241400957107544, 0.717391304347826, 0.5787037037037037, 0.4337374269962311, 0.7010869565217391, 0.7407407407407407, 0.4556831419467926, 0.6902173913043478, 0.9027777777777778, 0.3249762952327728, 0.6467391304347826, 0.27314814814814814, 0.29593828320503235, 0.6739130434782609, 0.2824074074074074, 0.8812859654426575, -1, -1, 0, 0.75, 0.26851851851851855, 0.855577826499939, -1, -1, 0
117, 0, 0.5, 0.24074074074074073, 0.8061777353286743, 0.4945652173913043, 0.35185185185185186, 0.6522716283798218, 0.41304347826086957, 0.3333333333333333, 0.43846559524536133, -1, -1, 0, -1, -1, 0, 0.5869565217391305, 0.37037037037037035, 0.6063637137413025, 0.5380434782608695, 0.5, 0.27059563994407654, 0.5380434782608695, 0.5972222222222222, 0.1885858178138733, 0.375, 0.5833333333333334, 0.34515976905822754, 0.3804347826086957, 0.7592592592592593, 0.4963739812374115, 0.391304347826087, 0.9074074074074074, 0.21050246059894562, 0.4891304347826087, 0.5972222222222222, 0.46295756101608276, 0.483695652173913, 0.7962962962962963, 0.5489494800567627, 0.483695652173913, 0.9490740740740741, 0.45455989241600037, 0.483695652173913, 0.2175925925925926, 0.8178313374519348, 0.532608695652174, 0.2222222222222222, 0.8328078985214233, 0.46195652173913043, 0.22685185185185186, 0.23129889369010925, 0.5815217391304348, 0.24074074074074073, 0.7906134724617004, -1, -1, 0
118, 0, 0.42391304347826086, 0.25462962962962965, 0.8258896470069885, 0.483695652173913, 0.33796296296296297, 0.6900056004524231, 0.4076086956521739, 0.3194444444444444, 0.4369506537914276, -1, -1, 0, -1, -1, 0, 0.5652173913043478, 0.35185185185185186, 0.5783803462982178, 0.5380434782608695, 0.48148148148148145, 0.2871082127094269, 0.5489130434782609, 0.5879629629629629, 0.11772848665714264, 0.375, 0.6018518518518519, 0.28701940178871155, 0.40217391304347827, 0.7546296296296297, 0.36952582001686096, 0.41304347826086957, 0.8842592592592593, 0.23904940485954285, 0.4945652173913043, 0.6111111111111112, 0.4096461832523346, 0.4945652173913043, 0.7777777777777778, 0.39815428853034973, 0.5108695652173914, 0.9305555555555556, 0.5847868323326111, 0.41304347826086957, 0.23148148148148148, 0.7972981929779053, 0.45108695652173914, 0.2361111111111111, 0.7706742286682129, -1, -1, 0, 0.5271739130434783, 0.23148148148148148, 0.8831466436386108, -1, -1, 0
121, 0, 0.40217391304347827, 0.3055555555555556, 0.7430453896522522, 0.30978260869565216, 0.375, 0.7600588798522949, 0.391304347826087, 0.38425925925925924, 0.5378323793411255, 0.4945652173913043, 0.4305555555555556, 0.36099469661712646, -1, -1, 0, 0.23369565217391305, 0.35648148148148145, 0.5475937724113464, -1, -1, 0, -1, -1, 0, 0.32065217391304346, 0.6018518518518519, 0.49427610635757446, 0.33152173913043476, 0.8240740740740741, 0.5889467597007751, -1, -1, 0, 0.21195652173913043, 0.6203703703703703, 0.42330875992774963, 0.20108695652173914, 0.8194444444444444, 0.4450204074382782, -1, -1, 0, 0.3967391304347826, 0.2916666666666667, 0.8032101988792419, -1, -1, 0, 0.358695652173913, 0.2916666666666667, 0.8989929556846619, -1, -1, 0, -1, -1, 0
123, 0, 0.4673913043478261, 0.3055555555555556, 0.7599267959594727, 0.375, 0.375, 0.7703669667243958, 0.45652173913043476, 0.38425925925925924, 0.5957049131393433, 0.5869565217391305, 0.4537037037037037, 0.699007511138916, 0.6032608695652174, 0.4027777777777778, 0.6063446998596191, 0.30434782608695654, 0.3611111111111111, 0.5468897223472595, -1, -1, 0, -1, -1, 0, 0.391304347826087, 0.6018518518518519, 0.4801218509674072, 0.391304347826087, 0.8009259259259259, 0.29449954628944397, -1, -1, 0, 0.28804347826086957, 0.6064814814814815, 0.48575547337532043, -1, -1, 0, -1, -1, 0, 0.46195652173913043, 0.2916666666666667, 0.8007796406745911, -1, -1, 0, 0.42391304347826086, 0.2916666666666667, 0.8896604776382446, -1, -1, 0, -1, -1, 0
125, 0, -1, -1, 0, 0.391304347826087, 0.36574074074074076, 0.738030195236206, 0.47282608695652173, 0.37037037037037035, 0.5808003544807434, 0.5652173913043478, 0.4351851851851852, 0.6814296245574951, 0.5434782608695652, 0.36574074074074076, 0.6489070057868958, 0.30434782608695654, 0.35648148148148145, 0.4199468791484833, 0.22282608695652173, 0.39351851851851855, 0.45598354935646057, 0.266304347826087, 0.3333333333333333, 0.5867874026298523, 0.46195652173913043, 0.5694444444444444, 0.5367472171783447, 0.46195652173913043, 0.7546296296296297, 0.6548322439193726, 0.45108695652173914, 0.9537037037037037, 0.16764631867408752, 0.34782608695652173, 0.5740740740740741, 0.5651037096977234, 0.34782608695652173, 0.7361111111111112, 0.4688466191291809, 0.375, 0.875, 0.1771634966135025, -1, -1, 0, -1, -1, 0, 0.45652173913043476, 0.2777777777777778, 0.8177101612091064, 0.3804347826086957, 0.2638888888888889, 0.6498989462852478, -1, -1, 0
126, 0, 0.44565217391304346, 0.21296296296296297, 0.8025091886520386, 0.34782608695652173, 0.3101851851851852, 0.7251508831977844, 0.42934782608695654, 0.3148148148148148, 0.4889279305934906, 0.592391304347826, 0.3611111111111111, 0.4697442948818207, 0.6902173913043478, 0.2824074074074074, 0.25257164239883423, 0.27717391304347827, 0.2962962962962963, 0.5383090972900391, -1, -1, 0, -1, -1, 0, 0.3695652173913043, 0.5324074074074074, 0.5434560775756836, 0.3423913043478261, 0.7361111111111112, 0.6287325620651245, 0.23369565217391305, 0.9490740740740741, 0.27858129143714905, 0.30978260869565216, 0.5277777777777778, 0.3726091682910919, -1, -1, 0, -1, -1, 0, 0.43478260869565216, 0.19444444444444445, 0.7714361548423767, -1, -1, 0, 0.3858695652173913, 0.20833333333333334, 0.8633970022201538, -1, -1, 0, -1, -1, 0
127, 0, 0.483695652173913, 0.24537037037037038, 0.8166698217391968, 0.391304347826087, 0.33796296296296297, 0.6999783515930176, 0.46195652173913043, 0.3472222222222222, 0.5878810286521912, 0.6141304347826086, 0.4212962962962963, 0.6345868110656738, 0.7010869565217391, 0.35185185185185186, 0.35196053981781006, 0.32065217391304346, 0.3287037037037037, 0.5861380100250244, -1, -1, 0, -1, -1, 0, 0.4076086956521739, 0.5601851851851852, 0.5758762359619141, 0.375, 0.7638888888888888, 0.6777481436729431, -1, -1, 0, 0.3423913043478261, 0.5509259259259259, 0.34530749917030334, -1, -1, 0, -1, -1, 0, 0.4673913043478261, 0.23148148148148148, 0.8587190508842468, -1, -1, 0, 0.41847826086956524, 0.24537037037037038, 0.8728429079055786, -1, -1, 0, -1, -1, 0
128, 0, 0.2608695652173913, 0.08796296296296297, 0.7454089522361755, 0.16847826086956522, 0.20833333333333334, 0.4791381061077118, 0.09782608695652174, 0.25, 0.4824902415275574, 0.059782608695652176, 0.42592592592592593, 0.5828258991241455, 0.1793478260869565, 0.4166666666666667, 0.7693496346473694, 0.2391304347826087, 0.16666666666666666, 0.5342704057693481, 0.30978260869565216, 0.2962962962962963, 0.5359340310096741, 0.43478260869565216, 0.37962962962962965, 0.5179594159126282, 0.22826086956521738, 0.4861111111111111, 0.3932241201400757, 0.30978260869565216, 0.6851851851851852, 0.6989899277687073, 0.2717391304347826, 0.8472222222222222, 0.6070294976234436, 0.32608695652173914, 0.46296296296296297, 0.49331972002983093, 0.391304347826087, 0.6203703703703703, 0.41179159283638, -1, -1, 0, 0.2391304347826087, 0.06481481481481481, 0.7497110962867737, -1, -1, 0, 0.15217391304347827, 0.07407407407407407, 0.729651689529419, -1, -1, 0, -1, -1, 0
129, 0, 0.45108695652173914, 0.26851851851851855, 0.7248026132583618, 0.33152173913043476, 0.375, 0.7558030486106873, 0.28804347826086957, 0.38425925925925924, 0.49813130497932434, 0.23369565217391305, 0.5462962962962963, 0.39280763268470764, 0.3967391304347826, 0.5324074074074074, 0.6895500421524048, 0.3858695652173913, 0.36574074074074076, 0.6070183515548706, 0.46195652173913043, 0.4398148148148148, 0.6818059682846069, 0.5760869565217391, 0.4305555555555556, 0.33499839901924133, 0.31521739130434784, 0.625, 0.3645241856575012, 0.4782608695652174, 0.8240740740740741, 0.757184624671936, 0.30434782608695654, 0.9722222222222222, 0.1352560967206955, 0.391304347826087, 0.6203703703703703, 0.3095466196537018, -1, -1, 0, -1, -1, 0, 0.44565217391304346, 0.25, 0.8750209808349609, -1, -1, 0, 0.391304347826087, 0.25, 0.8958174586296082, -1, -1, 0, -1, -1, 0
